id	num
SoyZH13_09G103320	0
SoyZH13_09G103321	0
SoyZH13_09G103322	0
SoyZH13_09G103323	0
SoyZH13_09G103324	0
SoyZH13_09G103325	0
SoyZH13_09G103326	0
SoyZH13_09G103327	0
SoyZH13_09G103328	0
SoyZH13_09G103329	0
SoyZH13_09G103330	0
SoyZH13_09G103319	3
SoyZH13_09G091509	8
SoyZH13_09G103318	16
SoyZH13_09G087800	56
SoyZH13_09G091900	87
SoyZH13_09G087900	94
SoyZH13_09G103317	104
SoyZH13_09G103316	112
SoyZH13_09G103315	133
SoyZH13_09G091901	143
SoyZH13_09G103335	148
SoyZH13_09G091902	153
SoyZH13_09G103314	154
SoyZH13_09G103313	163
SoyZH13_09G091903	184
SoyZH13_09G103312	194
SoyZH13_09G103331	199
SoyZH13_09G103311	207
SoyZH13_09G086400	276
SoyZH13_09G103310	298
SoyZH13_09G103336	321
SoyZH13_09G086500	323
SoyZH13_09G103309	323
SoyZH13_09G103337	325
SoyZH13_09G091508	326
SoyZH13_09G091904	334
SoyZH13_snoRNA_765	343
SoyZH13_09G103307	347
SoyZH13_09G103308	350
SoyZH13_09G091905	417
SoyZH13_09G103334	417
SoyZH13_snoRNA_800	442
SoyZH13_09G103306	476
SoyZH13_09G091906	500
SoyZH13_09G091507	518
SoyZH13_09G103332	572
SoyZH13_09G261200	591
SoyZH13_09G091506	603
SoyZH13_09G091907	607
SoyZH13_09G261100	607
SoyZH13_09G113601	638
SoyZH13_snoRNA_796	639
SoyZH13_09G105900	649
SoyZH13_09G260900	677
SoyZH13_09G115101	687
SoyZH13_09G103305	697
SoyZH13_09G113600	704
SoyZH13_09G260800	714
SoyZH13_09G233600	744
SoyZH13_09G106000	745
SoyZH13_09G258400	748
SoyZH13_09G113303	751
SoyZH13_09G113700	754
SoyZH13_09G233500	755
SoyZH13_09G233800	759
SoyZH13_09G095200	760
SoyZH13_09G212200	769
SoyZH13_09G090601	773
SoyZH13_09G234200	775
SoyZH13_09G233400	778
SoyZH13_09G090200	780
SoyZH13_09G113304	781
SoyZH13_09G069400	787
SoyZH13_09G090602	787
SoyZH13_09G103304	798
SoyZH13_09G233900	799
SoyZH13_09G234100	799
SoyZH13_09G258300	801
SoyZH13_09G234300	803
SoyZH13_09G260700	805
SoyZH13_09G115102	807
SoyZH13_09G258500	811
SoyZH13_09G091505	812
SoyZH13_09G212300	813
SoyZH13_09G258200	814
SoyZH13_09G257100	820
SoyZH13_09G243000	821
SoyZH13_09G212401	825
SoyZH13_09G228200	828
SoyZH13_09G256800	829
SoyZH13_09G212400	833
SoyZH13_09G243100	834
SoyZH13_09G212402	835
SoyZH13_09G024800	836
SoyZH13_09G069401	836
SoyZH13_09G115100	836
SoyZH13_09G115103	839
SoyZH13_09G256900	839
SoyZH13_09G257700	841
SoyZH13_09G228100	843
SoyZH13_09G024900	845
SoyZH13_09G243300	850
SoyZH13_snRNA_070	852
SoyZH13_09G260501	853
SoyZH13_09G257500	857
SoyZH13_09G094403	858
SoyZH13_snRNA_069	859
SoyZH13_09G087700	863
SoyZH13_09G212601	863
SoyZH13_09G109501	864
SoyZH13_09G109503	864
SoyZH13_snoRNA_781	864
SoyZH13_snoRNA_782	864
SoyZH13_09G257400	869
SoyZH13_09G114600	870
SoyZH13_09G212600	870
SoyZH13_09G019500	871
SoyZH13_09G109502	871
SoyZH13_09G091001	872
SoyZH13_09G243400	873
SoyZH13_09G247100	875
SoyZH13_09G246900	878
SoyZH13_09G257600	880
SoyZH13_09G232800	881
SoyZH13_09G207400	884
SoyZH13_09G228300	884
SoyZH13_09G237800	884
SoyZH13_09G243200	884
SoyZH13_09G243800	884
SoyZH13_09G237700	885
SoyZH13_09G211900	887
SoyZH13_09G211700	888
SoyZH13_09G232900	888
SoyZH13_09G233700	888
SoyZH13_09G211600	889
SoyZH13_09G233100	889
SoyZH13_09G238501	891
SoyZH13_09G135900	892
SoyZH13_09G212100	892
SoyZH13_09G090700	893
SoyZH13_09G231700	893
SoyZH13_09G235500	893
SoyZH13_09G094401	895
SoyZH13_09G114800	895
SoyZH13_09G252900	895
SoyZH13_09G104700	896
SoyZH13_09G231900	898
SoyZH13_09G257200	898
SoyZH13_09G003200	900
SoyZH13_09G125002	901
SoyZH13_09G232200	901
SoyZH13_09G092701	902
SoyZH13_09G247600	903
SoyZH13_09G252800	905
SoyZH13_09G209302	906
SoyZH13_09G243900	906
SoyZH13_09G102401	907
SoyZH13_09G209301	907
SoyZH13_09G025200	908
SoyZH13_09G247000	908
SoyZH13_09G096500	909
SoyZH13_09G233201	909
SoyZH13_09G113302	910
SoyZH13_09G211500	910
SoyZH13_09G211400	915
SoyZH13_09G016700	916
SoyZH13_09G225100	916
SoyZH13_09G257800	916
SoyZH13_09G207200	918
SoyZH13_09G232100	918
SoyZH13_09G087602	920
SoyZH13_09G012700	921
SoyZH13_09G212700	921
SoyZH13_09G243700	921
SoyZH13_09G224900	925
SoyZH13_09G231500	925
SoyZH13_09G235400	925
SoyZH13_09G247700	925
SoyZH13_09G225200	926
SoyZH13_09G247500	926
SoyZH13_09G225000	927
SoyZH13_09G257900	928
SoyZH13_09G106101	930
SoyZH13_09G247800	930
SoyZH13_09G252700	930
SoyZH13_09G258100	932
SoyZH13_09G094402	933
SoyZH13_09G231301	934
SoyZH13_09G237900	934
SoyZH13_09G209300	937
SoyZH13_09G212900	938
SoyZH13_09G105305	939
SoyZH13_09G106100	939
SoyZH13_09G238000	939
SoyZH13_09G258602	940
SoyZH13_09G104000	941
SoyZH13_09G258000	943
SoyZH13_09G228600	944
SoyZH13_09G260500	945
SoyZH13_09G232000	946
SoyZH13_09G250501	946
SoyZH13_09G253400	946
SoyZH13_tRNA_0342	946
SoyZH13_09G238500	947
SoyZH13_09G103303	948
SoyZH13_09G113803	950
SoyZH13_09G228500	950
SoyZH13_09G248000	952
SoyZH13_09G125003	953
SoyZH13_09G249800	953
SoyZH13_09G254300	953
SoyZH13_09G024500	954
SoyZH13_09G017000	955
SoyZH13_09G244000	956
SoyZH13_09G105302	957
SoyZH13_09G113900	957
SoyZH13_09G231600	957
SoyZH13_09G256300	957
SoyZH13_09G103333	958
SoyZH13_09G227902	958
SoyZH13_09G250500	958
SoyZH13_09G253000	958
SoyZH13_snoRNA_822	958
SoyZH13_09G231200	959
SoyZH13_snoRNA_820	959
SoyZH13_snoRNA_821	959
SoyZH13_09G247900	960
SoyZH13_09G253300	960
SoyZH13_09G211300	962
SoyZH13_09G228701	962
SoyZH13_09G003000	963
SoyZH13_09G092700	963
SoyZH13_09G114500	963
SoyZH13_09G249900	964
SoyZH13_09G000200	965
SoyZH13_09G231400	965
SoyZH13_09G209400	966
SoyZH13_09G228700	967
SoyZH13_09G258601	967
SoyZH13_09G250300	969
SoyZH13_09G250600	969
SoyZH13_09G209100	970
SoyZH13_09G105304	971
SoyZH13_09G243600	971
SoyZH13_09G017500	972
SoyZH13_09G114400	972
SoyZH13_09G016800	973
SoyZH13_09G158301	973
SoyZH13_09G231300	973
SoyZH13_09G012300	974
SoyZH13_09G250000	974
SoyZH13_09G103302	975
SoyZH13_09G089200	976
SoyZH13_09G224800	976
SoyZH13_09G188500	977
SoyZH13_09G234400	977
SoyZH13_09G105303	978
SoyZH13_09G233200	978
SoyZH13_09G246800	978
SoyZH13_09G003100	979
SoyZH13_09G212800	979
SoyZH13_09G225300	979
SoyZH13_09G256400	979
SoyZH13_09G209200	980
SoyZH13_09G213000	980
SoyZH13_09G238200	981
SoyZH13_09G017400	983
SoyZH13_09G207300	983
SoyZH13_09G024200	984
SoyZH13_09G109500	985
SoyZH13_09G231800	985
SoyZH13_09G158302	986
SoyZH13_09G247101	986
SoyZH13_09G238100	987
SoyZH13_09G111302	988
SoyZH13_09G211200	988
SoyZH13_09G238400	988
SoyZH13_09G228400	989
SoyZH13_09G250200	990
SoyZH13_09G244100	991
SoyZH13_09G244701	991
SoyZH13_snoRNA_804	991
SoyZH13_snoRNA_813	991
SoyZH13_09G012400	994
SoyZH13_09G244700	994
SoyZH13_09G250400	994
SoyZH13_09G257000	994
SoyZH13_09G213100	995
SoyZH13_09G225400	995
SoyZH13_09G207700	996
SoyZH13_09G234800	996
SoyZH13_09G069402	997
SoyZH13_09G016900	998
SoyZH13_09G207600	998
SoyZH13_snoRNA_773	998
SoyZH13_snoRNA_801	998
SoyZH13_09G017300	999
SoyZH13_09G105301	999
SoyZH13_09G154200	999
SoyZH13_09G209000	1000
SoyZH13_09G233000	1000
SoyZH13_snoRNA_794	1000
SoyZH13_09G091504	1004
SoyZH13_09G017200	1005
SoyZH13_09G096400	1005
SoyZH13_09G102300	1005
SoyZH13_09G224600	1008
SoyZH13_09G212000	1009
SoyZH13_09G113301	1010
SoyZH13_snoRNA_807	1010
SoyZH13_09G113800	1012
SoyZH13_09G016600	1013
SoyZH13_09G170100	1013
SoyZH13_09G213800	1013
SoyZH13_09G214100	1014
SoyZH13_09G243500	1014
SoyZH13_09G244702	1014
SoyZH13_09G092900	1016
SoyZH13_tRNA_0339	1016
SoyZH13_09G115000	1017
SoyZH13_09G168800	1018
SoyZH13_09G170200	1019
SoyZH13_09G188400	1020
SoyZH13_09G240200	1020
SoyZH13_09G240201	1020
SoyZH13_snoRNA_760	1021
SoyZH13_09G089700	1022
SoyZH13_09G092901	1023
SoyZH13_09G209500	1023
SoyZH13_09G235300	1023
SoyZH13_09G255900	1023
SoyZH13_09G234500	1024
SoyZH13_09G246600	1024
SoyZH13_09G102500	1025
SoyZH13_09G024700	1026
SoyZH13_09G091908	1027
SoyZH13_09G254700	1027
