id	num
SoyZH13_01G000019	40
SoyZH13_01G000001	66
SoyZH13_01G000002	85
SoyZH13_01G000003	85
SoyZH13_01G000016	107
SoyZH13_01G000018	119
SoyZH13_01G000017	135
SoyZH13_01G000004	201
SoyZH13_01G000006	277
SoyZH13_01G000005	299
SoyZH13_01G000007	346
SoyZH13_01G000020	372
SoyZH13_01G000009	384
SoyZH13_01G000021	455
SoyZH13_01G000015	459
SoyZH13_01G000008	477
SoyZH13_01G000013	526
SoyZH13_01G000010	529
SoyZH13_01G000014	543
SoyZH13_01G000012	570
SoyZH13_01G000011	571
SoyZH13_01G073900	620
SoyZH13_01G226100	668
SoyZH13_01G066105	676
SoyZH13_tRNA_0009	679
SoyZH13_01G073800	680
SoyZH13_01G225601	688
SoyZH13_01G194800	689
SoyZH13_01G194500	692
SoyZH13_01G194700	701
SoyZH13_snoRNA_043	702
SoyZH13_01G063800	708
SoyZH13_01G063700	735
SoyZH13_01G225700	739
SoyZH13_tRNA_0015	746
SoyZH13_tRNA_0010	761
SoyZH13_01G226000	771
SoyZH13_01G073901	772
SoyZH13_01G159700	775
SoyZH13_01G073000	778
SoyZH13_01G211200	782
SoyZH13_01G145900	790
SoyZH13_01G070300	801
SoyZH13_01G159701	802
SoyZH13_01G159702	804
SoyZH13_01G159703	810
SoyZH13_01G201901	810
SoyZH13_01G068901	814
SoyZH13_01G202400	817
SoyZH13_01G086500	818
SoyZH13_01G153300	819
SoyZH13_01G201900	819
SoyZH13_01G159400	820
SoyZH13_01G159201	828
SoyZH13_01G194900	829
SoyZH13_01G159600	830
SoyZH13_snoRNA_030	830
SoyZH13_01G159500	832
SoyZH13_01G146000	833
SoyZH13_01G220900	833
SoyZH13_01G201902	839
SoyZH13_01G221200	840
SoyZH13_01G072601	843
SoyZH13_01G221100	844
SoyZH13_01G201700	847
SoyZH13_01G194901	848
SoyZH13_snoRNA_029	851
SoyZH13_01G072100	852
SoyZH13_01G225500	853
SoyZH13_01G068902	861
SoyZH13_01G221000	861
SoyZH13_01G063600	862
SoyZH13_01G202100	862
SoyZH13_01G225300	864
SoyZH13_01G202200	866
SoyZH13_01G072200	867
SoyZH13_01G225201	873
SoyZH13_01G063900	874
SoyZH13_01G170800	875
SoyZH13_01G083910	877
SoyZH13_01G221300	878
SoyZH13_01G160000	879
SoyZH13_01G063500	880
SoyZH13_01G072201	880
SoyZH13_01G195401	881
SoyZH13_01G225200	881
SoyZH13_01G225600	882
SoyZH13_01G067200	883
SoyZH13_01G221400	884
SoyZH13_01G066501	886
SoyZH13_01G081901	887
SoyZH13_01G220800	891
SoyZH13_01G145801	892
SoyZH13_snoRNA_019	893
SoyZH13_01G073500	896
