id	num
SoyZH13_06G204401	0
SoyZH13_06G204402	0
SoyZH13_06G215804	178
SoyZH13_06G216101	188
SoyZH13_06G216102	192
SoyZH13_06G216100	201
SoyZH13_06G231809	213
SoyZH13_06G231808	251
SoyZH13_06G231810	258
SoyZH13_06G231807	312
SoyZH13_06G231806	326
SoyZH13_06G231805	352
SoyZH13_06G231804	406
SoyZH13_06G000200	412
SoyZH13_06G219600	426
SoyZH13_06G231811	468
SoyZH13_06G000300	481
SoyZH13_06G231803	481
SoyZH13_06G216300	491
SoyZH13_06G231812	501
SoyZH13_06G215803	534
SoyZH13_06G231802	560
SoyZH13_06G231813	568
SoyZH13_06G216500	575
SoyZH13_06G217400	601
SoyZH13_06G216600	613
SoyZH13_06G217301	620
SoyZH13_06G069300	635
SoyZH13_06G083301	636
SoyZH13_06G295400	639
SoyZH13_06G083500	643
SoyZH13_06G216601	645
SoyZH13_snoRNA_555	648
SoyZH13_snoRNA_521	653
SoyZH13_06G208500	663
SoyZH13_06G024100	670
SoyZH13_06G024000	673
SoyZH13_06G098902	673
SoyZH13_06G231814	673
SoyZH13_06G098901	676
SoyZH13_06G069800	682
SoyZH13_06G069100	684
SoyZH13_06G205300	695
SoyZH13_snoRNA_497	696
SoyZH13_snoRNA_496	697
SoyZH13_06G069600	699
SoyZH13_06G295101	704
SoyZH13_06G001500	709
SoyZH13_06G012800	709
SoyZH13_miRNA_096	709
SoyZH13_06G069400	710
SoyZH13_miRNA_097	710
SoyZH13_06G069900	711
SoyZH13_06G127300	712
SoyZH13_06G086000	713
SoyZH13_06G127200	713
SoyZH13_06G099100	715
SoyZH13_06G126900	717
SoyZH13_06G069500	719
SoyZH13_06G001700	721
SoyZH13_06G127600	721
SoyZH13_06G001800	722
SoyZH13_06G209900	723
SoyZH13_06G069000	724
SoyZH13_snoRNA_530	725
SoyZH13_06G231815	726
SoyZH13_06G070000	729
SoyZH13_06G067002	730
SoyZH13_06G122700	730
SoyZH13_06G068900	732
SoyZH13_06G203001	732
SoyZH13_06G067001	735
SoyZH13_06G024300	738
SoyZH13_06G098500	738
SoyZH13_06G082000	741
SoyZH13_06G081900	742
SoyZH13_06G127000	746
SoyZH13_06G082100	748
SoyZH13_06G055301	752
SoyZH13_06G054100	753
SoyZH13_06G127400	753
SoyZH13_06G231801	753
SoyZH13_miRNA_103	753
SoyZH13_miRNA_104	753
SoyZH13_06G081800	754
SoyZH13_06G067200	755
SoyZH13_06G121300	759
SoyZH13_06G068600	760
SoyZH13_06G203002	760
SoyZH13_06G075000	765
SoyZH13_06G001900	766
